,Age,Potential,Value,Wage,Acceleration,Aggression,Agility,Balance,Ball_control,Composure,Crossing,Curve,Dribbling,Finishing,Sprint_speed,Stamina,Strength,Vision,Preferred_Positions
1434,27,76.0,€8M,22000.0,89,63,85,64,71,66,76,64,72,71,89,79,70,63,RM ST LM 
1435,24,81.0,€10.5M,25000.0,68,67,62,79,75,72,49,59,68,79,64,69,88,58,ST 
1438,21,83.0,€11M,29000.0,77,59,75,75,77,69,73,69,78,80,78,74,67,57,RM LW ST RW 
1439,32,76.0,€6M,34000.0,66,70,72,78,74,78,50,63,67,82,66,56,66,58,ST 
1440,29,76.0,€7.5M,18000.0,73,57,62,56,75,65,61,62,76,78,78,61,69,65,CF ST 
1441,32,76.0,€6M,38000.0,62,70,60,54,75,72,57,60,69,81,60,67,81,65,ST 
1447,20,88.0,€14M,35000.0,79,63,77,73,81,76,59,65,78,74,83,76,83,69,RW ST 
1449,26,77.0,€9M,41000.0,69,79,62,60,64,68,78,54,68,78,79,87,81,70,RM ST 
1457,30,76.0,€7.5M,65000.0,91,67,83,68,75,75,69,70,75,75,89,75,70,70,ST RM 
1466,33,76.0,€4.8M,21000.0,70,66,71,77,78,72,64,67,71,78,66,65,73,71,ST 
1480,23,83.0,€11M,58000.0,85,83,75,55,73,67,66,70,76,68,86,85,78,61,ST 
1491,26,79.0,€9.5M,1000.0,70,48,74,68,76,76,49,46,69,78,74,72,73,62,ST 
1495,26,77.0,€9M,31000.0,72,80,68,59,68,69,54,59,71,79,77,80,81,63,ST 
1499,25,79.0,€10M,35000.0,74,70,71,72,73,73,68,41,73,78,78,75,80,68,ST 
1503,31,76.0,€7M,28000.0,74,52,74,69,76,78,69,75,73,78,71,76,67,70,ST 
1507,23,82.0,€10.5M,59000.0,79,69,79,72,72,66,45,77,73,80,76,73,71,58,ST 
1508,29,76.0,€7.5M,12000.0,72,52,86,84,79,75,60,86,76,75,72,74,58,69,CF ST 
1520,21,84.0,€11.5M,16000.0,92,65,93,94,80,78,64,71,84,66,87,70,31,74,ST RM CF 
1548,30,76.0,€7.5M,63000.0,91,60,91,79,76,64,65,63,81,75,91,79,70,71,LW RW LM ST 
1549,36,76.0,€0,0.0,69,55,70,68,76,70,62,69,73,80,68,76,81,69,ST 
1561,21,86.0,€12.5M,54000.0,76,44,76,63,75,75,39,69,76,78,79,74,70,60,RM ST 
1570,31,76.0,€7M,42000.0,72,57,75,66,82,80,67,75,74,78,72,72,59,71,RW LM ST 
1572,26,77.0,€9M,16000.0,79,62,82,79,74,75,67,66,76,80,85,75,46,65,ST 
1592,29,75.0,€6.5M,56000.0,38,46,52,46,73,70,60,60,68,77,44,54,90,70,ST 
1605,28,75.0,€6.5M,25000.0,78,73,74,66,74,61,69,68,75,71,87,79,78,73,ST LW LM 
1606,23,81.0,€9M,20000.0,68,61,66,68,80,72,64,76,80,70,57,76,79,76,CDM CM ST CAM 
1613,37,75.0,€2.4M,7000.0,68,51,69,75,79,79,61,73,75,80,69,54,70,65,ST 
1615,27,76.0,€8M,83000.0,72,67,70,60,73,69,58,53,72,76,73,60,79,56,ST 
1636,23,79.0,€9M,1000.0,72,88,62,61,74,72,46,59,71,76,76,68,77,69,ST 
1650,28,75.0,€7M,38000.0,66,76,66,59,76,73,60,70,75,74,77,69,77,67,ST 
1654,27,76.0,€8M,63000.0,61,57,67,53,76,65,58,76,74,75,63,68,71,68,ST 
1659,26,76.0,€8M,53000.0,82,63,79,76,70,71,65,74,72,75,82,79,68,69,ST 
1687,28,75.0,€7M,41000.0,83,50,85,84,73,68,60,69,74,72,83,81,64,70,CF CAM ST 
1696,27,76.0,€8M,59000.0,84,60,86,82,78,73,69,72,81,75,74,76,58,73,CF ST 
1698,23,81.0,€9.5M,19000.0,73,65,73,79,75,73,56,57,74,73,75,70,70,67,ST 
1700,35,75.0,€3.1M,8000.0,69,70,70,63,71,62,61,63,67,79,65,68,82,72,ST 
1707,22,79.0,€8.5M,8000.0,92,71,89,91,77,69,62,66,80,76,90,81,50,72,ST RM 
1710,26,75.0,€7.5M,14000.0,85,59,81,68,73,74,46,77,74,73,82,69,76,57,ST 
1712,25,75.0,€7M,31000.0,70,65,78,75,75,75,75,81,74,75,70,73,57,76,ST CF CAM 
1717,30,75.0,€6.5M,61000.0,46,78,49,37,73,67,27,51,65,76,52,63,90,55,ST 
1740,24,79.0,€9M,12000.0,59,79,59,45,72,76,30,66,70,78,59,72,87,59,ST 
1751,26,78.0,€8.5M,1000.0,78,80,73,68,73,78,66,68,72,75,81,80,83,68,LW ST 
1759,21,82.0,€9.5M,95000.0,78,36,78,78,80,65,60,60,81,76,84,58,63,59,CF LW ST RW 
1760,28,75.0,€7M,28000.0,78,77,81,74,75,69,68,73,74,75,85,78,73,73,ST 
1763,27,76.0,€8M,10000.0,74,72,72,70,77,74,50,61,66,78,78,76,77,59,ST 
1766,26,76.0,€8M,16000.0,74,82,64,66,71,72,55,67,72,78,71,74,75,64,ST 
1770,29,75.0,€6.5M,37000.0,68,43,78,69,76,73,42,79,71,75,77,64,67,64,ST 
1776,26,78.0,€8.5M,63000.0,85,46,83,80,71,76,59,54,70,79,82,66,62,34,ST 
1786,25,75.0,€7.5M,18000.0,59,67,63,60,75,83,66,63,72,75,77,83,77,69,ST 
1794,29,75.0,€6.5M,13000.0,61,72,58,56,72,70,44,40,68,79,61,69,76,53,ST 
1796,32,75.0,€5.5M,10000.0,73,65,74,78,70,77,54,61,67,82,73,75,65,64,ST 
1799,25,79.0,€8.5M,58000.0,92,73,78,77,75,78,52,62,73,79,89,75,78,71,ST 
1800,25,75.0,€7M,6000.0,70,65,78,75,75,75,75,81,74,75,70,73,57,76,ST CF CAM 
1804,23,80.0,€9M,28000.0,86,39,76,71,73,68,32,55,72,78,79,70,70,57,ST 
1808,30,75.0,€6.5M,43000.0,83,58,77,74,78,75,69,70,82,66,79,66,75,67,ST LM 
1813,25,78.0,€8.5M,51000.0,73,74,62,55,69,72,41,63,66,77,72,76,86,50,ST 
1816,31,75.0,€6M,9000.0,79,63,80,84,77,76,75,74,75,70,65,72,58,77,ST CAM 
1819,30,75.0,€0,0.0,64,71,67,58,71,72,58,57,70,77,61,66,79,65,ST 
1824,28,75.0,€7M,41000.0,67,52,57,62,75,58,45,60,67,82,71,67,81,54,ST 
1832,25,78.0,€8.5M,54000.0,49,40,54,55,76,74,39,68,66,78,68,69,86,42,ST 
1833,20,85.0,€11M,42000.0,78,50,77,64,76,74,50,53,73,77,83,67,80,62,ST 
1838,28,75.0,€7M,39000.0,65,51,62,71,74,71,54,73,70,78,62,66,74,69,ST 
1839,29,75.0,€6.5M,15000.0,70,33,74,70,75,75,71,73,74,70,68,47,63,74,ST CAM 
1844,29,75.0,€6.5M,9000.0,68,43,78,69,76,73,42,79,71,75,77,64,67,64,ST 
1856,25,75.0,€7.5M,9000.0,59,67,63,60,75,83,66,63,72,75,77,83,77,69,ST 
1858,23,80.0,€9M,18000.0,94,48,87,91,67,73,66,64,72,77,90,75,62,66,ST 
1863,23,80.0,€9M,20000.0,82,41,85,78,76,79,64,67,78,77,83,68,56,71,ST CAM CF 
1864,30,75.0,€6.5M,28000.0,51,63,64,52,76,76,69,73,74,77,54,77,79,77,ST CAM 
1865,30,75.0,€6.5M,1000.0,81,71,72,70,74,68,63,46,75,72,81,69,86,56,RM ST 
1866,29,75.0,€6.5M,47000.0,68,74,65,64,72,74,48,59,68,76,68,68,78,62,ST 
1874,26,77.0,€8M,53000.0,83,46,80,66,72,71,61,64,75,75,84,74,74,60,CF ST 
1875,27,75.0,€7M,22000.0,77,48,75,69,75,72,77,80,74,69,78,65,66,76,ST RM 
1879,22,80.0,€9M,55000.0,52,89,61,48,71,76,29,39,68,76,64,67,84,65,ST 
1884,27,76.0,€8M,22000.0,66,71,65,56,76,63,53,42,71,77,74,72,79,65,ST 
1887,25,78.0,€8.5M,23000.0,73,56,61,50,76,76,72,67,80,77,80,56,65,72,RW ST LW 
1890,25,79.0,€8.5M,18000.0,60,74,59,39,78,73,65,74,77,74,70,81,85,73,CF LM ST 
1892,35,75.0,€3.1M,13000.0,64,48,67,70,74,76,56,66,72,81,68,68,75,60,ST 
1893,30,75.0,€6.5M,23000.0,52,73,67,60,77,71,51,59,61,78,61,71,78,68,ST 
1895,27,76.0,€8M,38000.0,84,59,83,68,72,65,49,56,77,76,83,76,77,55,ST 
1911,25,81.0,€7.5M,20000.0,73,62,78,77,77,75,68,59,74,66,70,77,60,80,ST RM CAM CDM 
1918,20,86.0,€11.5M,50000.0,84,56,78,68,75,72,48,67,73,79,84,68,74,65,ST 
1919,23,82.0,€9.5M,25000.0,66,30,69,42,74,70,62,72,66,78,65,72,84,51,CAM ST 
1921,24,81.0,€9.5M,31000.0,86,60,75,76,73,67,64,67,75,77,85,73,78,38,ST 
1923,23,82.0,€9.5M,23000.0,76,60,77,68,78,71,64,68,76,71,77,68,64,73,CAM ST LW LM 
1925,26,77.0,€8M,26000.0,63,80,53,53,72,70,31,40,69,76,71,60,90,58,ST 
1937,24,82.0,€9.5M,22000.0,54,53,66,47,74,68,47,66,71,78,65,61,79,48,ST 
1939,33,75.0,€4.2M,53000.0,62,81,73,68,73,73,74,64,72,75,64,84,83,69,RM ST 
1959,27,75.0,€7M,88000.0,81,56,71,67,70,67,56,63,73,75,74,75,77,63,ST 
1960,21,84.0,€10.5M,18000.0,81,58,82,82,74,72,63,82,77,77,80,62,58,65,ST 
1966,29,75.0,€6.5M,36000.0,46,74,62,58,74,75,49,58,70,74,49,66,87,65,ST 
1967,20,85.0,€11M,42000.0,84,62,87,63,81,65,64,65,82,74,80,65,66,75,LM ST 
1973,21,80.0,€9M,33000.0,90,59,78,78,75,68,73,57,80,74,90,66,64,67,ST LW 
2001,25,78.0,€8.5M,54000.0,81,63,78,75,76,76,72,69,78,75,79,75,68,70,CAM LM ST 
2025,23,81.0,€9.5M,35000.0,79,63,83,70,71,65,51,64,69,80,78,64,71,62,ST 
2030,33,75.0,€4M,13000.0,72,61,76,76,77,76,80,80,76,64,69,61,56,77,RM ST CAM 
2031,29,75.0,€6.5M,15000.0,68,58,74,64,84,66,60,76,82,74,65,53,68,71,RM ST 
2033,30,75.0,€6.5M,23000.0,93,60,84,78,74,73,68,50,77,74,93,72,79,65,RM ST LM 
2035,25,80.0,€9M,12000.0,84,68,76,70,74,68,64,81,77,76,82,78,73,67,ST 
2036,21,84.0,€10.5M,20000.0,90,56,91,81,74,70,62,71,78,72,86,78,45,66,ST RM RW 
2043,25,78.0,€7.5M,1000.0,74,32,74,71,83,66,59,81,75,71,74,71,62,68,ST 
2050,25,78.0,€7.5M,18000.0,73,72,73,78,72,69,66,61,71,78,73,55,74,62,ST 
2056,26,75.0,€6.5M,25000.0,68,80,64,71,70,81,46,66,66,75,72,72,62,64,ST 
2062,31,74.0,€5M,12000.0,75,90,80,77,70,73,56,60,71,75,73,76,81,69,ST 
2065,23,81.0,€8M,35000.0,72,67,69,60,75,73,65,69,72,76,72,67,77,61,ST 
2075,25,77.0,€7M,9000.0,93,72,83,83,75,77,63,49,75,73,92,80,70,72,LW LM ST 
2082,31,74.0,€5M,17000.0,64,79,57,49,68,56,63,56,64,75,54,77,81,56,ST 
2087,27,74.0,€6M,53000.0,68,87,71,67,76,67,65,60,72,74,67,78,80,63,CAM ST 
2092,27,75.0,€6.5M,30000.0,70,43,67,75,73,75,63,65,77,74,65,64,79,62,ST 
2094,29,74.0,€5.5M,25000.0,72,54,81,75,73,61,72,59,72,71,69,48,62,64,RW ST 
2104,24,80.0,€7.5M,10000.0,90,72,84,89,75,72,68,65,84,70,89,73,57,66,ST RM LM 
2111,33,74.0,€3.5M,32000.0,65,52,63,72,83,72,69,80,83,71,54,54,62,71,CAM ST 
2117,26,75.0,€6.5M,34000.0,62,72,66,63,74,70,34,46,70,76,63,72,82,59,ST 
2118,23,81.0,€8M,50000.0,77,69,84,79,78,72,43,79,82,78,74,73,57,65,LM ST CAM 
2120,28,74.0,€6M,21000.0,63,66,57,52,71,46,37,50,65,73,74,74,90,42,ST 
2121,21,86.0,€10M,22000.0,87,55,91,81,72,68,63,66,75,76,89,67,43,69,ST LM RM 
2127,25,77.0,€7M,21000.0,83,61,84,86,75,71,70,52,76,74,88,65,64,63,RM LM ST 
2130,23,79.0,€7.5M,41000.0,83,68,76,74,76,62,72,69,76,67,88,67,69,68,ST CAM LM 
2132,22,81.0,€8M,22000.0,53,87,65,42,72,68,49,59,67,75,67,72,84,64,ST 
2147,25,77.0,€7M,33000.0,47,85,41,39,66,76,35,65,64,81,48,58,90,56,ST 
2148,32,74.0,€4.5M,23000.0,78,71,75,79,78,72,65,81,77,73,77,67,67,71,ST 
2151,26,75.0,€6.5M,50000.0,74,45,71,63,71,74,32,45,70,78,72,69,75,58,ST 
2152,33,74.0,€3.5M,28000.0,48,63,53,53,76,75,54,70,72,79,38,41,84,65,ST 
2154,30,74.0,€5.5M,27000.0,68,59,68,68,78,68,64,44,74,71,48,67,69,78,ST CM CAM 
2160,36,74.0,€2M,47000.0,31,68,55,28,77,76,59,57,64,76,34,66,74,74,ST 
2167,25,77.0,€7M,42000.0,82,62,76,78,73,69,64,54,75,70,87,81,77,73,RM ST 
2168,27,75.0,€6.5M,1000.0,74,63,54,51,75,75,45,52,70,77,72,75,84,55,CF ST 
2171,29,74.0,€5.5M,15000.0,78,58,77,79,77,69,68,72,76,73,79,73,46,72,ST RM 
2177,30,74.0,€5.5M,19000.0,89,41,87,83,76,55,69,59,76,67,89,71,61,65,ST RM 
2185,24,79.0,€7.5M,53000.0,82,60,70,69,73,70,49,68,71,77,79,71,76,65,ST 
2198,26,74.0,€6M,29000.0,93,75,86,90,71,67,64,63,75,70,91,86,77,63,RM LM ST 
2203,26,76.0,€7M,15000.0,62,78,60,46,76,68,58,68,75,72,65,77,82,58,ST 
2206,31,74.0,€5M,12000.0,80,53,76,63,69,66,67,57,68,75,81,78,77,58,ST 
2207,29,74.0,€5.5M,21000.0,83,64,72,68,70,64,70,76,80,68,82,60,74,72,ST RW 
2210,31,74.0,€4.9M,17000.0,87,44,81,79,72,65,75,77,75,69,90,72,33,70,ST LM CAM 
2214,21,81.0,€8M,30000.0,71,43,77,67,73,67,65,64,76,70,75,74,68,76,ST CAM 
2223,32,74.0,€4.5M,14000.0,70,62,75,65,73,69,67,53,72,74,61,75,77,66,ST 
2226,22,82.0,€8.5M,32000.0,93,69,79,63,70,69,67,56,76,71,93,84,59,65,CAM ST LM RM 
2255,23,78.0,€7.5M,22000.0,79,65,89,80,71,67,35,46,72,75,83,65,70,70,LM RM ST 
2256,23,78.0,€7.5M,12000.0,79,56,77,70,77,76,56,73,80,77,81,69,66,66,RM LM ST 
2262,33,74.0,€3.4M,11000.0,72,66,62,67,73,82,64,71,81,72,54,59,78,77,ST LM CAM 
2268,25,74.0,€6M,20000.0,53,52,67,58,73,74,42,63,63,73,56,60,88,65,ST 
2273,27,75.0,€6.5M,18000.0,66,59,70,59,73,71,58,74,68,80,54,74,68,66,ST 
2276,25,74.0,€6M,24000.0,82,44,81,77,71,77,61,55,73,74,83,59,66,55,CF ST 
2277,30,74.0,€5.5M,27000.0,68,66,71,74,72,72,67,68,70,74,75,76,77,69,ST 
2281,31,74.0,€0,0.0,79,62,72,67,69,74,68,60,75,68,67,73,74,75,LM RW LW ST 
2288,25,74.0,€6M,34000.0,81,55,69,67,61,65,51,55,62,74,78,61,78,51,ST 
2289,24,79.0,€7.5M,31000.0,75,72,69,72,71,72,70,76,74,75,78,69,72,57,LM RM ST 
2294,27,75.0,€6.5M,6000.0,74,48,63,72,73,66,39,56,71,78,70,81,78,42,LW ST 
2295,30,74.0,€5.5M,15000.0,90,58,72,49,73,57,69,72,77,72,90,73,91,68,LM ST 
2300,27,75.0,€6.5M,52000.0,56,71,62,57,74,65,69,62,73,75,69,87,73,69,ST CAM CM 
2306,28,74.0,€5.5M,44000.0,84,48,81,77,76,63,71,69,76,72,85,60,61,67,ST LM 
2314,28,74.0,€6M,22000.0,70,44,75,58,73,70,43,56,69,74,74,76,77,59,ST 
2322,31,74.0,€5M,32000.0,75,54,76,75,74,74,69,74,75,72,75,77,73,69,ST 
2324,28,74.0,€6M,25000.0,65,73,63,54,72,75,64,55,70,74,51,63,83,58,ST 
2330,25,77.0,€7M,37000.0,68,74,72,69,75,77,60,65,69,76,73,70,77,65,ST 
2332,24,80.0,€8M,19000.0,90,37,81,70,72,68,60,46,72,74,90,71,70,56,ST 
2340,28,74.0,€5.5M,9000.0,70,71,76,74,76,73,76,81,75,71,63,71,62,74,ST LM 
2345,31,74.0,€5M,12000.0,68,65,77,57,76,62,73,69,79,73,71,62,72,60,ST 
2349,25,78.0,€7.5M,13000.0,65,80,64,59,72,69,67,60,71,72,73,76,83,65,ST 
2352,24,79.0,€7.5M,24000.0,87,69,73,59,69,67,66,65,74,75,89,84,79,59,LM ST 
2354,25,78.0,€7.5M,16000.0,92,64,91,73,74,62,63,50,74,72,94,67,71,38,ST 
2361,25,77.0,€7M,20000.0,92,73,85,74,74,73,66,63,77,61,88,76,59,70,ST RM 
2368,27,75.0,€6.5M,11000.0,64,70,67,55,76,80,61,71,74,75,52,70,81,66,ST 
2370,25,74.0,€6M,9000.0,53,52,67,58,73,74,42,63,63,73,56,60,88,65,ST 
2374,25,74.0,€6M,9000.0,82,44,81,77,71,77,61,55,73,74,83,59,66,55,CF ST 
2381,34,74.0,€3M,1000.0,49,68,45,41,71,65,46,53,60,79,53,63,92,58,ST 
2383,28,74.0,€6M,26000.0,37,76,50,43,70,70,33,39,65,80,38,79,90,62,ST 
2384,25,74.0,€6M,14000.0,81,55,69,67,61,65,51,55,62,74,78,61,78,51,ST 
2386,24,78.0,€7.5M,25000.0,76,56,77,76,79,69,62,68,79,71,79,69,66,60,CF ST 
2390,28,74.0,€6M,23000.0,52,74,61,39,72,69,50,67,71,78,70,62,75,74,ST 
2396,26,74.0,€6M,56000.0,85,71,77,76,75,74,70,74,76,70,83,79,61,67,LM ST 
2397,20,82.0,€8.5M,54000.0,84,67,81,69,74,75,69,74,76,74,80,77,56,71,LM RM ST 
2399,26,77.0,€7M,6000.0,90,68,80,81,69,71,63,49,76,74,91,63,72,64,ST 
2400,30,74.0,€5.5M,62000.0,44,71,55,57,72,72,51,55,70,74,53,67,88,61,ST 
2402,25,77.0,€7M,23000.0,79,30,79,80,75,72,70,71,80,71,76,66,37,73,ST LM 
2407,29,74.0,€5.5M,23000.0,77,76,80,82,75,70,64,75,71,74,80,79,63,68,ST 
2409,20,87.0,€11M,20000.0,90,62,87,79,71,75,63,51,86,75,90,76,64,67,CAM LM ST 
2412,27,75.0,€6.5M,5000.0,63,70,58,36,76,70,42,43,70,76,70,66,86,60,ST 
2416,27,75.0,€6.5M,34000.0,68,55,38,31,67,67,35,40,71,73,68,61,91,70,ST 
2419,28,74.0,€6M,18000.0,76,63,76,63,76,63,37,66,75,72,79,69,76,51,RW CF ST 
2420,23,79.0,€7.5M,20000.0,78,69,80,73,75,69,69,76,75,68,80,69,67,74,ST LW LM 
2426,29,74.0,€5.5M,14000.0,61,73,54,64,75,67,52,53,60,75,42,77,90,68,ST 
2438,27,74.0,€6M,25000.0,68,36,67,48,73,64,43,60,63,71,63,55,84,56,ST 
2450,32,74.0,€4.5M,10000.0,75,75,75,69,69,71,64,60,71,73,77,78,78,59,ST 
2456,37,74.0,€1.9M,30000.0,69,67,82,84,80,73,72,73,80,72,76,51,50,69,ST CAM RM LM 
2463,29,74.0,€5.5M,6000.0,61,50,56,44,72,77,48,38,59,79,66,72,83,44,ST 
2486,25,76.0,€7M,16000.0,78,59,84,84,78,65,68,83,82,71,78,78,64,68,CAM ST 
2487,27,75.0,€6.5M,25000.0,82,82,79,78,75,76,59,68,74,75,85,78,66,78,ST 
2488,27,75.0,€6.5M,35000.0,75,40,69,65,73,70,65,75,73,74,76,75,74,70,ST CF 
2496,28,74.0,€6M,50000.0,48,77,37,40,72,73,42,46,64,74,61,82,90,65,ST 
2502,29,74.0,€5.5M,52000.0,89,38,93,95,76,78,73,79,79,75,91,76,52,74,CF ST 
2503,28,74.0,€6M,30000.0,64,80,54,51,69,68,60,58,64,74,71,61,82,50,ST 
2505,23,78.0,€7.5M,10000.0,74,63,73,66,76,72,70,75,78,66,79,76,69,72,ST RM LM 
2507,28,74.0,€6M,33000.0,77,60,77,66,76,70,67,70,75,75,78,72,68,65,ST 
2511,24,76.0,€7M,22000.0,78,55,68,66,70,68,33,54,71,77,71,59,76,50,ST 
2525,25,76.0,€7M,16000.0,75,60,70,71,75,76,71,76,78,71,77,72,75,72,ST LM CAM 
2530,28,74.0,€5.5M,38000.0,90,34,84,83,74,66,68,74,79,63,86,72,58,71,ST CF RW 
2533,29,74.0,€5.5M,21000.0,69,55,69,54,75,72,53,68,71,75,74,70,71,56,ST 
2536,34,74.0,€3M,11000.0,67,57,72,69,73,73,78,75,72,68,71,73,77,77,LM ST 
2538,20,84.0,€9M,25000.0,70,43,75,67,73,64,56,74,73,77,70,64,76,61,ST 
2547,33,74.0,€3.5M,17000.0,75,47,73,61,75,72,61,57,73,73,76,73,79,66,LM RM ST 
2554,34,74.0,€3M,15000.0,67,59,68,67,73,84,72,68,71,73,68,75,71,75,ST 
2561,29,74.0,€5.5M,10000.0,85,69,86,68,71,67,70,77,74,73,89,74,64,69,RW ST RM 
2568,32,74.0,€4.5M,12000.0,67,56,69,64,70,78,74,53,69,76,67,61,76,68,ST 
2585,21,81.0,€8M,19000.0,92,38,93,91,76,76,71,47,78,73,91,73,63,66,LM ST CF 
2599,27,74.0,€6M,42000.0,77,72,84,82,78,67,76,76,80,63,85,65,77,64,ST LM 
2625,29,73.0,€4M,29000.0,70,44,67,65,68,70,39,58,68,75,73,69,75,65,CF ST 
2629,25,76.0,€0,0.0,84,49,79,83,70,60,64,45,73,76,84,71,44,70,CF LM RM ST 
2636,23,77.0,€5.5M,23000.0,87,71,85,84,67,74,57,70,67,74,85,83,72,63,ST 
2642,30,73.0,€3.9M,22000.0,71,69,71,59,74,83,66,62,76,70,73,73,81,70,ST 
2649,22,80.0,€5.5M,19000.0,87,38,75,77,74,65,62,72,70,75,78,67,67,61,LM CAM ST 
2656,27,73.0,€4.3M,11000.0,77,63,73,63,74,67,63,58,71,74,76,84,68,62,ST 
2659,23,79.0,€5.5M,21000.0,65,58,66,52,76,65,65,82,73,69,69,69,75,68,RM LM ST CAM 
2664,27,74.0,€4.7M,1000.0,78,66,69,69,75,81,59,63,74,74,80,72,55,52,ST 
2667,22,79.0,€5.5M,16000.0,79,39,77,59,75,71,67,67,77,76,82,56,71,66,LM ST 
2668,25,75.0,€5M,23000.0,84,59,84,70,71,72,58,58,71,71,79,57,68,52,ST 
2678,30,73.0,€3.9M,39000.0,74,64,70,68,69,62,58,64,70,79,67,78,75,63,ST 
2680,33,73.0,€2.4M,17000.0,80,45,81,79,75,76,76,77,72,66,84,67,50,68,ST CAM 
2687,28,73.0,€4.1M,13000.0,70,78,69,74,71,76,59,64,66,73,70,64,71,58,ST 
2689,27,73.0,€4.3M,24000.0,53,65,55,48,70,76,51,62,65,77,61,76,86,62,ST 
2697,29,73.0,€4M,10000.0,70,68,58,48,74,78,62,62,70,69,67,60,84,72,ST 
2703,24,77.0,€5.5M,15000.0,68,71,67,66,69,67,52,67,70,71,75,70,77,68,ST 
2706,33,73.0,€2.4M,10000.0,78,66,75,72,68,71,67,61,77,71,85,78,65,68,ST LM RM 
2713,22,82.0,€6M,14000.0,71,48,72,60,77,60,73,69,76,69,75,61,67,71,ST RM CAM LM 
2718,33,73.0,€2.4M,17000.0,74,56,82,74,73,72,57,73,73,68,72,58,51,75,ST CAM 
2722,26,76.0,€5M,35000.0,78,52,73,73,73,66,68,69,71,78,78,67,62,64,RM ST 
2726,27,74.0,€4.6M,22000.0,87,57,75,83,73,56,58,63,78,72,78,74,56,73,ST RW CAM 
2736,24,74.0,€4.9M,18000.0,81,55,70,77,69,71,59,71,67,74,82,64,80,59,ST 
2739,26,74.0,€4.8M,10000.0,79,80,76,78,72,70,36,65,71,75,77,82,63,61,ST 
2740,31,73.0,€3.6M,6000.0,61,66,34,39,68,74,26,29,53,75,69,58,80,38,ST 
2749,29,73.0,€4M,36000.0,76,79,68,66,68,68,44,53,60,71,79,78,77,54,ST 
2753,23,78.0,€5.5M,26000.0,91,66,93,88,68,71,66,66,75,73,94,77,61,64,LW ST 
2759,24,77.0,€5.5M,40000.0,55,49,60,58,68,56,33,53,65,77,63,58,88,48,ST 
2763,24,79.0,€5.5M,22000.0,73,77,62,77,71,61,63,67,72,74,72,59,72,65,LM RM ST 
2788,25,76.0,€5M,24000.0,68,62,59,36,66,67,63,46,63,74,78,74,83,61,ST 
2798,26,76.0,€5M,12000.0,78,69,66,68,68,63,44,55,66,77,72,83,75,48,LM ST 
2799,32,73.0,€3.2M,24000.0,56,46,63,56,65,74,39,61,53,82,50,67,72,54,ST 
2801,38,73.0,€1.4M,14000.0,34,45,58,78,79,80,64,74,69,78,50,54,53,69,ST 
2806,28,73.0,€4.1M,15000.0,75,75,82,68,73,70,67,65,74,71,76,81,83,69,ST 
2816,29,73.0,€4M,19000.0,59,57,68,56,71,74,49,49,70,75,64,72,80,67,ST 
2824,30,73.0,€3.9M,38000.0,69,68,77,84,77,76,73,75,71,75,69,53,69,75,CAM CF ST 
2827,30,73.0,€3.9M,6000.0,77,52,62,64,69,76,30,52,68,75,83,72,63,53,LW ST 
2828,21,81.0,€6M,23000.0,69,66,62,44,68,65,44,44,66,74,69,67,71,50,ST 
2837,33,73.0,€2.4M,7000.0,80,45,81,79,75,76,76,77,72,66,84,67,50,68,ST CAM 
2846,34,73.0,€2.1M,12000.0,59,64,60,61,66,75,52,65,63,77,58,70,79,61,ST 
2852,30,73.0,€3.9M,24000.0,71,46,66,66,71,79,46,32,66,70,68,69,78,56,ST 
2856,27,73.0,€4.2M,27000.0,86,76,67,64,72,67,70,68,74,68,91,68,77,59,ST LM RM 
2858,19,85.0,€7M,13000.0,92,41,79,74,74,63,65,58,78,69,93,64,65,62,ST RM LM 
2861,28,73.0,€4.1M,12000.0,69,73,58,39,69,70,62,55,66,77,75,75,79,56,LM ST 
2867,30,73.0,€3.9M,12000.0,65,73,63,68,68,71,45,59,65,74,66,67,68,65,ST 
2870,32,73.0,€3.2M,35000.0,34,74,34,29,70,73,53,70,64,72,69,68,93,73,ST 
2872,34,73.0,€2.1M,8000.0,69,83,71,63,71,81,69,65,66,76,67,71,81,76,ST 
2873,23,80.0,€5.5M,31000.0,91,30,91,89,76,68,68,72,80,66,85,76,52,75,CAM ST CF 
2874,30,73.0,€3.9M,20000.0,90,82,85,76,77,73,73,67,77,70,89,73,61,69,LM ST 
2883,22,82.0,€6M,49000.0,79,42,81,67,72,69,67,45,75,72,79,55,59,66,LM ST LW 
2893,29,73.0,€4M,20000.0,66,55,76,66,76,71,53,83,76,75,85,74,69,56,LM CAM ST 
2897,30,73.0,€3.9M,11000.0,80,63,73,59,73,68,70,70,72,72,73,75,70,70,CAM ST 
2899,20,81.0,€6M,20000.0,64,47,52,55,67,59,56,68,64,78,67,68,77,52,ST 
2900,25,77.0,€5M,24000.0,77,71,74,71,67,67,42,59,70,76,76,76,80,58,ST 
2902,24,77.0,€5.5M,88000.0,91,69,89,82,72,58,52,55,73,75,93,75,47,53,ST 
2903,35,73.0,€1.8M,19000.0,32,76,39,34,72,73,49,55,56,77,32,78,88,69,ST 
2910,30,73.0,€3.9M,30000.0,74,53,77,70,75,76,60,66,74,75,76,76,74,59,CAM ST 
2911,28,73.0,€4.1M,2000.0,72,73,59,54,74,69,45,32,60,74,69,69,83,59,ST 
